1485865082304	99.065	22
1485865082311	99.065	2
1485865082311	99.675	22
1485865082311	99.675	3
1485865082311	100.11	18
1485865082311	100.29	1
1485865082311	100.29	21
1485865082311	100.46	5
1485865082311	100.495	7
1485865082311	100.635	6
1485865082311	99.76	1
1485865082311	99.76	5
1485865082311	99.76	3
1485865082312	100.635	5
1485865082312	100.67	16
1485865082312	100.09	4
1485865082312	100.09	4
1485865082312	99.29	18
1485865082312	100.01	7
1485865082312	100.01	3
1485865082312	99.705	15
1485865082312	100.45	18
1485865082312	100.04	10
1485865082312	100.04	3
1485865082312	99.69	10
1485865082312	99.69	12
1485865082313	100.03	14
1485865082313	100.3	1
1485865082313	100.185	10
1485865082313	100.185	13
1485865082313	99.705	8
1485865082313	99.575	14
1485865082313	99.84	12
1485865082313	100.51	15
1485865082313	99.575	5
1485865082313	100.28	15
1485865082313	99.295	19
1485865082313	100.28	9
1485865082314	100.35	15
1485865082314	99.82	7
1485865082314	99.63	14
1485865082314	99.575	5
1485865082314	99.575	2
1485865082314	99.55	22
1485865082314	99.595	14
1485865082314	99.695	11
1485865082314	99.695	3
1485865082314	100.35	5
1485865082314	100.44	16
1485865082314	99.81	16
1485865082314	99.81	3
1485865082314	100.245	8
1485865082315	100.44	3
1485865082315	100.51	13
1485865082315	100.595	4
1485865082315	99.3	9
1485865082315	100.46	8
1485865082315	100.41	10
1485865082315	99.67	8
1485865082315	99.67	8
1485865082315	99.805	7
1485865082315	100.46	12
1485865082315	99.755	9
1485865082315	99.755	6
1485865082315	99.755	3
1485865082315	99.905	14
1485865082315	99.905	7
1485865082315	99.905	7
1485865082315	100.035	20
1485865082316	99.475	13
1485865082316	99.765	8
1485865082316	100.035	2
1485865082316	100.23	8
1485865082316	100.255	8
1485865082316	100.285	8
1485865082316	99.355	5
1485865082316	99.765	13
1485865082316	99.72	9
1485865082316	99.72	15
1485865082316	99.55	7
1485865082316	99.405	6
1485865082316	99.835	13
1485865082316	99.42	7
1485865082316	99.42	9
1485865082316	99.835	2
1485865082316	99.835	9
1485865082316	99.625	10
1485865082320	100.285	18
1485865082320	100.285	1
1485865082320	100.31	14
1485865082320	100.46	1
1485865082320	100.595	5
1485865082320	99.98	9
1485865082320	99.43	13
1485865082320	100.595	8
1485865082321	100.595	11
1485865082321	100.62	11
1485865082321	99.18	14
1485865082321	100.23	9
1485865082321	99.585	15
1485865082321	99.585	5
1485865082321	99.415	15
1485865082321	99.585	6
1485865082321	100.23	6
1485865082321	99.96	15
1485865082321	99.835	13
1485865082321	99.835	5
1485865082321	100.62	3
1485865082321	100.635	12
1485865082321	100.64	4
1485865082321	100.05	4
1485865082321	100.05	3
1485865082322	100.36	14
1485865082322	99.96	14
1485865082322	100.1	5
1485865082322	99.62	17
1485865082322	99.62	3
1485865082322	99.215	10
1485865082322	99.96	2
1485865082322	99.53	7
1485865082322	99.21	7
1485865082322	99.96	5
1485865082322	99.39	16
1485865082322	99.39	5
1485865082322	99.445	14
1485865082322	100.16	13
1485865082322	100.45	3
1485865082323	100.135	5
1485865082323	99.1	10
1485865082323	99.285	3
1485865082323	100.135	4
1485865082323	99.285	3
1485865082323	100.385	8
1485865082323	100.45	2
1485865082323	100.485	18
1485865082323	99.19	1
1485865082323	99.19	23
1485865082323	100.305	12
1485865082323	99.265	1
1485865082323	99.96	7
1485865082323	99.96	8
1485865082323	99.96	9
1485865082324	99.96	4
1485865082324	99.94	11
1485865082324	99.94	2
1485865082324	99.865	15
1485865082324	99.865	2
1485865082324	100.305	5
1485865082326	100.6	22
1485865082326	100.1	15
1485865082326	100.315	9
1485865082326	99.885	17
1485865082326	100.205	10
1485865082326	100.315	3
1485865082326	100.205	6
1485865082326	100.08	15
1485865082326	99.975	7
1485865082326	99.975	12
1485865082326	100.205	1
1485865082326	100.6	4
1485865082326	100.605	11
1485865082326	100.625	8
1485865082326	99.845	4
1485865082326	99.845	8
1485865082326	99.485	15
1485865082326	99.235	5
1485865082326	99.235	8
1485865082326	99.235	12
1485865082326	99.17	4
1485865082327	99.865	19
1485865082327	99.855	3
1485865082327	100.125	8
1485865082327	99.955	19
1485865082327	100.115	15
1485865082327	100.125	3
1485865082327	100.6	10
1485865082327	99.33	9
1485865082327	100.065	8
1485865082327	100.065	8
1485865082327	100.065	1
1485865082327	100.625	3
1485865082327	100.63	14
1485865082327	100.355	14
1485865082327	100.275	2
1485865082327	100.275	6
1485865082327	100.275	4
1485865082327	99.95	12
1485865082327	99.95	15
1485865082327	99.87	6
1485865082327	99.41	4
1485865082327	99.41	21
1485865082327	99.525	8
1485865082327	99.525	6
1485865082327	99.525	2
1485865082327	99.78	4
1485865082327	99.78	6
1485865082327	99.855	4
1485865082328	100.015	5
1485865082328	100.015	6
1485865082328	100.075	11
1485865082328	100.525	12
1485865082328	100.325	22
1485865082328	100.325	3
1485865082328	99.38	13
1485865082328	99.38	9
1485865082328	99.94	10
1485865082328	99.855	10
1485865082328	99.94	1
1485865082328	100.33	15
1485865082328	99.66	6
1485865082328	100.23	14
1485865082328	100.33	2
1485865082328	100.565	12
1485865082328	99.955	19
1485865082328	99.955	10
1485865082328	100.375	7
1485865082328	99.1	6
1485865082328	99.1	16
1485865082328	99.855	3
1485865082328	99.845	1
1485865082328	99.845	13
1485865082328	99.415	8
1485865082328	100.01	16
1485865082328	100.535	4
1485865082328	99.315	16
1485865082328	100.0	7
1485865082328	100.0	4
1485865082328	100.405	12
1485865082329	99.85	18
1485865082329	100.405	8
1485865082329	100.29	8
1485865082329	100.29	9
1485865082329	99.31	20
1485865082329	100.045	7
1485865082329	100.0	12
1485865082329	99.82	6
1485865082329	99.82	9
1485865082329	99.85	7
1485865082329	100.0	9
1485865082329	100.0	8
1485865082329	100.045	5
1485865082329	99.85	2
1485865082329	99.835	11
1485865082329	100.045	14
1485865082329	100.055	10
1485865082329	100.055	9
1485865082329	100.195	14
1485865082329	100.29	1
1485865082330	99.445	11
1485865082330	99.835	4
1485865082330	99.805	5
1485865082330	100.04	13
1485865082330	99.275	15
1485865082330	100.26	13
1485865082330	99.76	11
1485865082330	99.76	6
1485865082330	99.805	1
